trip_id,date,time,route_id,route_name,transport_type,vehicle_id,source_stop,destination_stop,distance_km,vehicle_capacity,passenger_count,ticket_price,revenue,delay_minutes,travel_time_mins,status
TRIP-10776,2024-01-22,16:30:45,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-01,East Suburb Terminal,Financial District Hub,21.0,320,267,40.0,10680.0,0,30,On-Time
TRIP-10777,2024-01-22,18:00:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-02,East Suburb Terminal,Financial District Hub,21.0,320,325,40.0,13000.0,0,30,On-Time
TRIP-10778,2024-01-22,20:15:15,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-501,Coastal Harbor Junction,Old City Main Junction,38.0,750,690,25.0,17250.0,3,57,On-Time
TRIP-10779,2024-01-22,22:50:00,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-506,Coastal Harbor Junction,Old City Main Junction,38.0,750,201,25.0,5025.0,0,55,On-Time
TRIP-10780,2024-01-22,09:50:15,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-605,Northern Industrial Zone,South Terminal Intermodal,42.5,750,810,30.0,24300.0,6,68,Moderate Delay
TRIP-10781,2024-01-22,15:20:00,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-606,Northern Industrial Zone,South Terminal Intermodal,42.5,750,567,30.0,17010.0,0,65,On-Time
TRIP-10782,2024-01-22,07:15:30,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-03,East Ring Hub,West Ring Hub,18.0,85,50,35.0,1750.0,0,32,On-Time
TRIP-10783,2024-01-22,15:40:00,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-06,East Ring Hub,West Ring Hub,18.0,85,48,35.0,1680.0,7,35,Moderate Delay
TRIP-10784,2024-01-22,16:15:45,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-07,East Ring Hub,West Ring Hub,18.0,85,62,35.0,2170.0,0,32,On-Time
TRIP-10785,2024-01-22,18:15:00,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-02,East Ring Hub,West Ring Hub,18.0,85,91,35.0,3185.0,4,34,Moderate Delay
TRIP-10786,2024-01-22,21:30:45,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-03,East Ring Hub,West Ring Hub,18.0,85,44,35.0,1540.0,0,32,On-Time
TRIP-10787,2024-01-23,10:50:45,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E108,Central Railway Station,Cyber City Tech Park,16.5,60,50,30.0,1500.0,6,49,Moderate Delay
TRIP-10788,2024-01-23,14:10:30,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E109,Central Railway Station,Cyber City Tech Park,16.5,60,33,30.0,990.0,4,47,Moderate Delay
TRIP-10789,2024-01-23,21:10:30,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E108,Central Railway Station,Cyber City Tech Park,16.5,60,33,30.0,990.0,0,45,On-Time
TRIP-10790,2024-01-23,06:15:45,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A206,International Airport Terminal 2,Downtown Central Terminal,28.0,50,13,90.0,1170.0,1,60,On-Time
TRIP-10791,2024-01-23,07:30:15,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A208,International Airport Terminal 2,Downtown Central Terminal,28.0,50,25,90.0,2250.0,0,60,On-Time
TRIP-10792,2024-01-23,09:00:00,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A201,International Airport Terminal 2,Downtown Central Terminal,28.0,50,54,90.0,4860.0,0,60,On-Time
TRIP-10793,2024-01-23,12:50:00,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A206,International Airport Terminal 2,Downtown Central Terminal,28.0,50,24,90.0,2160.0,8,65,Moderate Delay
TRIP-10794,2024-01-23,14:45:15,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A202,International Airport Terminal 2,Downtown Central Terminal,28.0,50,32,90.0,2880.0,0,60,On-Time
TRIP-10795,2024-01-23,09:45:15,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W301,Westside Mall Circle,South Harbor Port Gate,14.2,60,64,25.0,1600.0,34,62,Major Delay
TRIP-10796,2024-01-23,13:45:15,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W306,Westside Mall Circle,South Harbor Port Gate,14.2,60,29,25.0,725.0,0,38,On-Time
TRIP-10797,2024-01-23,17:15:45,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W304,Westside Mall Circle,South Harbor Port Gate,14.2,60,64,25.0,1600.0,0,38,On-Time
TRIP-10798,2024-01-23,21:40:15,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W302,Westside Mall Circle,South Harbor Port Gate,14.2,60,23,25.0,575.0,0,38,On-Time
TRIP-10799,2024-01-23,08:40:15,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U403,State University North Gate,City Commercial Center,11.0,60,64,20.0,1280.0,0,32,On-Time
TRIP-10800,2024-01-23,18:20:00,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U404,State University North Gate,City Commercial Center,11.0,60,64,20.0,1280.0,0,32,On-Time
TRIP-10801,2024-01-23,19:50:45,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U404,State University North Gate,City Commercial Center,11.0,60,57,20.0,1140.0,0,32,On-Time
TRIP-10802,2024-01-23,20:20:30,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U401,State University North Gate,City Commercial Center,11.0,60,46,20.0,920.0,10,40,Moderate Delay
TRIP-10803,2024-01-23,07:00:45,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-02,North Ridge Terminal,Tech Valley Central,24.5,320,170,45.0,7650.0,0,35,On-Time
TRIP-10804,2024-01-23,13:50:45,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-07,North Ridge Terminal,Tech Valley Central,24.5,320,161,45.0,7245.0,0,35,On-Time
TRIP-10805,2024-01-23,17:20:15,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-05,North Ridge Terminal,Tech Valley Central,24.5,320,339,45.0,15255.0,2,36,On-Time
TRIP-10806,2024-01-23,18:15:45,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-08,North Ridge Terminal,Tech Valley Central,24.5,320,345,45.0,15525.0,0,35,On-Time
TRIP-10807,2024-01-23,22:50:15,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-06,North Ridge Terminal,Tech Valley Central,24.5,320,110,45.0,4950.0,0,35,On-Time
TRIP-10808,2024-01-23,06:40:00,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-10,East Suburb Terminal,Financial District Hub,21.0,320,77,40.0,3080.0,0,30,On-Time
TRIP-10809,2024-01-23,07:20:00,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-09,East Suburb Terminal,Financial District Hub,21.0,320,176,40.0,7040.0,0,30,On-Time
TRIP-10810,2024-01-23,12:40:00,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-06,East Suburb Terminal,Financial District Hub,21.0,320,162,40.0,6480.0,0,30,On-Time
TRIP-10811,2024-01-23,16:40:15,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-04,East Suburb Terminal,Financial District Hub,21.0,320,279,40.0,11160.0,0,30,On-Time
TRIP-10812,2024-01-23,19:15:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-10,East Suburb Terminal,Financial District Hub,21.0,320,300,40.0,12000.0,8,36,Moderate Delay
TRIP-10813,2024-01-23,20:20:15,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-07,East Suburb Terminal,Financial District Hub,21.0,320,233,40.0,9320.0,0,30,On-Time
TRIP-10814,2024-01-23,07:40:45,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-506,Coastal Harbor Junction,Old City Main Junction,38.0,750,391,25.0,9775.0,0,55,On-Time
TRIP-10815,2024-01-23,08:30:45,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-507,Coastal Harbor Junction,Old City Main Junction,38.0,750,810,25.0,20250.0,0,55,On-Time
TRIP-10816,2024-01-23,11:10:15,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-502,Coastal Harbor Junction,Old City Main Junction,38.0,750,553,25.0,13825.0,0,55,On-Time
TRIP-10817,2024-01-23,08:30:00,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-606,Northern Industrial Zone,South Terminal Intermodal,42.5,750,810,30.0,24300.0,9,71,Moderate Delay
TRIP-10818,2024-01-23,09:00:30,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-604,Northern Industrial Zone,South Terminal Intermodal,42.5,750,810,30.0,24300.0,0,65,On-Time
TRIP-10819,2024-01-23,22:40:45,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-601,Northern Industrial Zone,South Terminal Intermodal,42.5,750,219,30.0,6570.0,0,65,On-Time
TRIP-10820,2024-01-23,12:40:30,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-08,East Ring Hub,West Ring Hub,18.0,85,50,35.0,1750.0,0,32,On-Time
TRIP-10821,2024-01-23,13:50:30,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-05,East Ring Hub,West Ring Hub,18.0,85,49,35.0,1715.0,0,32,On-Time
TRIP-10822,2024-01-23,16:20:45,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-03,East Ring Hub,West Ring Hub,18.0,85,66,35.0,2310.0,0,32,On-Time
TRIP-10823,2024-01-24,08:15:30,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E102,Central Railway Station,Cyber City Tech Park,16.5,60,56,30.0,1680.0,13,52,Moderate Delay
TRIP-10824,2024-01-24,15:00:30,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E104,Central Railway Station,Cyber City Tech Park,16.5,60,41,30.0,1230.0,0,45,On-Time
TRIP-10825,2024-01-24,20:00:30,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E103,Central Railway Station,Cyber City Tech Park,16.5,60,56,30.0,1680.0,8,50,Moderate Delay
TRIP-10826,2024-01-24,22:30:00,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E103,Central Railway Station,Cyber City Tech Park,16.5,60,21,30.0,630.0,0,45,On-Time
TRIP-10827,2024-01-24,06:40:30,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A203,International Airport Terminal 2,Downtown Central Terminal,28.0,50,12,90.0,1080.0,0,60,On-Time
TRIP-10828,2024-01-24,10:50:30,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A203,International Airport Terminal 2,Downtown Central Terminal,28.0,50,50,90.0,4500.0,0,60,On-Time
TRIP-10829,2024-01-24,16:10:30,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A206,International Airport Terminal 2,Downtown Central Terminal,28.0,50,33,90.0,2970.0,0,60,On-Time
TRIP-10830,2024-01-24,17:10:30,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A204,International Airport Terminal 2,Downtown Central Terminal,28.0,50,46,90.0,4140.0,0,60,On-Time
TRIP-10831,2024-01-24,06:50:00,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W309,Westside Mall Circle,South Harbor Port Gate,14.2,60,18,25.0,450.0,0,38,On-Time
TRIP-10832,2024-01-24,07:00:30,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W307,Westside Mall Circle,South Harbor Port Gate,14.2,60,30,25.0,750.0,0,38,On-Time
TRIP-10833,2024-01-24,12:40:00,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W309,Westside Mall Circle,South Harbor Port Gate,14.2,60,32,25.0,800.0,0,38,On-Time
TRIP-10834,2024-01-24,14:10:15,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W308,Westside Mall Circle,South Harbor Port Gate,14.2,60,39,25.0,975.0,0,38,On-Time
TRIP-10835,2024-01-24,11:15:00,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U409,State University North Gate,City Commercial Center,11.0,60,32,20.0,640.0,0,32,On-Time
TRIP-10836,2024-01-24,12:40:00,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U401,State University North Gate,City Commercial Center,11.0,60,42,20.0,840.0,0,32,On-Time
TRIP-10837,2024-01-24,17:45:30,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U403,State University North Gate,City Commercial Center,11.0,60,64,20.0,1280.0,0,32,On-Time
TRIP-10838,2024-01-24,19:20:15,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U405,State University North Gate,City Commercial Center,11.0,60,64,20.0,1280.0,35,50,Major Delay
TRIP-10839,2024-01-24,09:00:00,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-05,North Ridge Terminal,Tech Valley Central,24.5,320,330,45.0,14850.0,8,39,Moderate Delay
TRIP-10840,2024-01-24,13:45:15,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-02,North Ridge Terminal,Tech Valley Central,24.5,320,179,45.0,8055.0,0,35,On-Time
TRIP-10841,2024-01-24,14:30:45,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-10,North Ridge Terminal,Tech Valley Central,24.5,320,229,45.0,10305.0,6,39,Moderate Delay
TRIP-10842,2024-01-24,15:45:30,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-02,North Ridge Terminal,Tech Valley Central,24.5,320,227,45.0,10215.0,0,35,On-Time
TRIP-10843,2024-01-24,17:40:00,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-08,North Ridge Terminal,Tech Valley Central,24.5,320,345,45.0,15525.0,1,35,On-Time
TRIP-10844,2024-01-24,21:15:30,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-06,North Ridge Terminal,Tech Valley Central,24.5,320,134,45.0,6030.0,0,35,On-Time
TRIP-10845,2024-01-24,14:10:15,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-03,East Suburb Terminal,Financial District Hub,21.0,320,212,40.0,8480.0,2,31,On-Time
TRIP-10846,2024-01-24,15:40:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-06,East Suburb Terminal,Financial District Hub,21.0,320,244,40.0,9760.0,0,30,On-Time
TRIP-10847,2024-01-24,16:10:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-08,East Suburb Terminal,Financial District Hub,21.0,320,298,40.0,11920.0,9,35,Moderate Delay
TRIP-10848,2024-01-24,22:45:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-04,East Suburb Terminal,Financial District Hub,21.0,320,112,40.0,4480.0,4,32,Moderate Delay
TRIP-10849,2024-01-24,09:45:45,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-504,Coastal Harbor Junction,Old City Main Junction,38.0,750,810,25.0,20250.0,7,61,Moderate Delay
TRIP-10850,2024-01-24,22:40:30,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-505,Coastal Harbor Junction,Old City Main Junction,38.0,750,242,25.0,6050.0,8,61,Moderate Delay
TRIP-10851,2024-01-24,10:00:00,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-602,Northern Industrial Zone,South Terminal Intermodal,42.5,750,625,30.0,18750.0,0,65,On-Time
TRIP-10852,2024-01-24,11:30:15,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-607,Northern Industrial Zone,South Terminal Intermodal,42.5,750,422,30.0,12660.0,0,65,On-Time
TRIP-10853,2024-01-24,16:10:00,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-602,Northern Industrial Zone,South Terminal Intermodal,42.5,750,499,30.0,14970.0,0,65,On-Time
TRIP-10854,2024-01-24,17:10:00,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-603,Northern Industrial Zone,South Terminal Intermodal,42.5,750,810,30.0,24300.0,4,67,Moderate Delay
TRIP-10855,2024-01-24,08:00:00,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-04,East Ring Hub,West Ring Hub,18.0,85,91,35.0,3185.0,0,32,On-Time
TRIP-10856,2024-01-24,15:15:30,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-06,East Ring Hub,West Ring Hub,18.0,85,46,35.0,1610.0,5,36,Moderate Delay
TRIP-10857,2024-01-24,16:40:15,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-02,East Ring Hub,West Ring Hub,18.0,85,80,35.0,2800.0,0,32,On-Time
TRIP-10858,2024-01-25,06:20:30,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E102,Central Railway Station,Cyber City Tech Park,16.5,60,13,30.0,390.0,0,45,On-Time
TRIP-10859,2024-01-25,12:20:45,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E102,Central Railway Station,Cyber City Tech Park,16.5,60,34,30.0,1020.0,0,45,On-Time
TRIP-10860,2024-01-25,17:15:30,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E106,Central Railway Station,Cyber City Tech Park,16.5,60,64,30.0,1920.0,18,56,Major Delay
TRIP-10861,2024-01-25,09:15:45,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A201,International Airport Terminal 2,Downtown Central Terminal,28.0,50,54,90.0,4860.0,0,60,On-Time
TRIP-10862,2024-01-25,14:10:30,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A205,International Airport Terminal 2,Downtown Central Terminal,28.0,50,29,90.0,2610.0,0,60,On-Time
TRIP-10863,2024-01-25,20:50:15,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A204,International Airport Terminal 2,Downtown Central Terminal,28.0,50,40,90.0,3600.0,0,60,On-Time
TRIP-10864,2024-01-25,08:00:45,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W307,Westside Mall Circle,South Harbor Port Gate,14.2,60,64,25.0,1600.0,9,42,Moderate Delay
TRIP-10865,2024-01-25,17:45:00,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W306,Westside Mall Circle,South Harbor Port Gate,14.2,60,64,25.0,1600.0,0,38,On-Time
TRIP-10866,2024-01-25,21:20:30,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W304,Westside Mall Circle,South Harbor Port Gate,14.2,60,25,25.0,625.0,0,38,On-Time
TRIP-10867,2024-01-25,14:30:45,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U408,State University North Gate,City Commercial Center,11.0,60,33,20.0,660.0,0,32,On-Time
TRIP-10868,2024-01-25,17:30:15,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U404,State University North Gate,City Commercial Center,11.0,60,64,20.0,1280.0,20,45,Major Delay
TRIP-10869,2024-01-25,18:15:00,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U401,State University North Gate,City Commercial Center,11.0,60,62,20.0,1240.0,8,37,Moderate Delay
TRIP-10870,2024-01-25,21:15:45,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U402,State University North Gate,City Commercial Center,11.0,60,30,20.0,600.0,0,32,On-Time
TRIP-10871,2024-01-25,13:20:30,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-06,North Ridge Terminal,Tech Valley Central,24.5,320,191,45.0,8595.0,0,35,On-Time
TRIP-10872,2024-01-25,18:00:00,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-08,North Ridge Terminal,Tech Valley Central,24.5,320,345,45.0,15525.0,0,35,On-Time
TRIP-10873,2024-01-25,21:40:45,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-05,North Ridge Terminal,Tech Valley Central,24.5,320,152,45.0,6840.0,3,37,On-Time
TRIP-10874,2024-01-25,22:15:45,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-02,North Ridge Terminal,Tech Valley Central,24.5,320,93,45.0,4185.0,0,35,On-Time
TRIP-10875,2024-01-25,08:00:45,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-06,East Suburb Terminal,Financial District Hub,21.0,320,315,40.0,12600.0,0,30,On-Time
TRIP-10876,2024-01-25,13:30:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-06,East Suburb Terminal,Financial District Hub,21.0,320,148,40.0,5920.0,0,30,On-Time
TRIP-10877,2024-01-25,14:40:00,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-07,East Suburb Terminal,Financial District Hub,21.0,320,212,40.0,8480.0,0,30,On-Time
TRIP-10878,2024-01-25,19:40:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-05,East Suburb Terminal,Financial District Hub,21.0,320,324,40.0,12960.0,4,32,Moderate Delay
TRIP-10879,2024-01-25,21:10:00,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-06,East Suburb Terminal,Financial District Hub,21.0,320,179,40.0,7160.0,3,31,On-Time
TRIP-10880,2024-01-25,22:00:45,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-07,East Suburb Terminal,Financial District Hub,21.0,320,102,40.0,4080.0,0,30,On-Time
TRIP-10881,2024-01-25,06:00:30,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-507,Coastal Harbor Junction,Old City Main Junction,38.0,750,187,25.0,4675.0,0,55,On-Time
TRIP-10882,2024-01-25,15:50:00,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-507,Coastal Harbor Junction,Old City Main Junction,38.0,750,544,25.0,13600.0,8,60,Moderate Delay
TRIP-10883,2024-01-25,21:40:15,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-504,Coastal Harbor Junction,Old City Main Junction,38.0,750,382,25.0,9550.0,0,55,On-Time
TRIP-10884,2024-01-25,08:00:30,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-601,Northern Industrial Zone,South Terminal Intermodal,42.5,750,810,30.0,24300.0,10,72,Moderate Delay
TRIP-10885,2024-01-25,10:10:30,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-604,Northern Industrial Zone,South Terminal Intermodal,42.5,750,639,30.0,19170.0,0,65,On-Time
TRIP-10886,2024-01-25,12:20:30,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-607,Northern Industrial Zone,South Terminal Intermodal,42.5,750,503,30.0,15090.0,0,65,On-Time
TRIP-10887,2024-01-25,20:30:45,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-603,Northern Industrial Zone,South Terminal Intermodal,42.5,750,629,30.0,18870.0,0,65,On-Time
TRIP-10888,2024-01-25,14:15:00,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-08,East Ring Hub,West Ring Hub,18.0,85,53,35.0,1855.0,0,32,On-Time
TRIP-10889,2024-01-25,16:20:45,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-07,East Ring Hub,West Ring Hub,18.0,85,63,35.0,2205.0,0,32,On-Time
TRIP-10890,2024-01-25,18:00:15,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-05,East Ring Hub,West Ring Hub,18.0,85,91,35.0,3185.0,13,42,Moderate Delay
TRIP-10891,2024-01-25,20:45:45,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-04,East Ring Hub,West Ring Hub,18.0,85,62,35.0,2170.0,0,32,On-Time
TRIP-10892,2024-01-25,22:45:30,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-04,East Ring Hub,West Ring Hub,18.0,85,28,35.0,980.0,0,32,On-Time
TRIP-10893,2024-01-26,08:00:15,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E107,Central Railway Station,Cyber City Tech Park,16.5,60,64,30.0,1920.0,35,70,Major Delay
TRIP-10894,2024-01-26,09:45:00,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E105,Central Railway Station,Cyber City Tech Park,16.5,60,63,30.0,1890.0,5,48,Moderate Delay
TRIP-10895,2024-01-26,13:15:00,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E102,Central Railway Station,Cyber City Tech Park,16.5,60,40,30.0,1200.0,0,45,On-Time
TRIP-10896,2024-01-26,21:40:30,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E106,Central Railway Station,Cyber City Tech Park,16.5,60,33,30.0,990.0,0,45,On-Time
TRIP-10897,2024-01-26,08:20:00,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A209,International Airport Terminal 2,Downtown Central Terminal,28.0,50,54,90.0,4860.0,11,67,Moderate Delay
TRIP-10898,2024-01-26,17:30:45,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A206,International Airport Terminal 2,Downtown Central Terminal,28.0,50,54,90.0,4860.0,11,68,Moderate Delay
TRIP-10899,2024-01-26,18:40:45,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A204,International Airport Terminal 2,Downtown Central Terminal,28.0,50,54,90.0,4860.0,0,60,On-Time
TRIP-10900,2024-01-26,19:15:00,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A205,International Airport Terminal 2,Downtown Central Terminal,28.0,50,45,90.0,4050.0,0,60,On-Time
TRIP-10901,2024-01-26,22:00:45,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A209,International Airport Terminal 2,Downtown Central Terminal,28.0,50,15,90.0,1350.0,0,60,On-Time
TRIP-10902,2024-01-26,10:15:30,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W301,Westside Mall Circle,South Harbor Port Gate,14.2,60,55,25.0,1375.0,23,49,Major Delay
